1,hs2761,1,0,null,0
2,it2216,1,0,null,0
3,maa2247,1,0,null,0
4,cy2415,1,0,null,0
5,son2105,1,0,null,0
6,jjs2238,1,0,null,0
7,pb2616,1,0,null,0
8,wjr2113,1,0,null,0
9,jse2122,1,0,null,0
10,tat2133,1,0,null,0
11,bll2121,1,0,null,0
12,rgt2108,1,0,null,0
13,ww2440,1,0,null,0
14,cch2164,1,0,null,0
15,wh2353,1,0,null,0
16,xs2278,1,0,null,0
17,rb3152,1,0,null,0
18,gss2147,1,0,null,0
19,ak3703,1,0,null,0
20,dct2129,1,0,null,0
21,sh3518,1,0,null,0
22,lo2258,1,0,null,0
23,pj2313,1,0,null,0
24,bf2330,1,0,null,0
25,pwh2126,1,0,null,0
26,jjv2121,1,0,null,0
27,srw2168,1,0,null,0
28,hs2761,2,0,null,0
29,it2216,2,0,null,0
30,maa2247,2,0,null,0
31,cy2415,2,0,null,0
32,son2105,2,0,null,0
33,jjs2238,2,0,null,0
34,pb2616,2,0,null,0
35,wjr2113,2,0,null,0
36,jse2122,2,0,null,0
37,tat2133,2,0,null,0
38,bll2121,2,0,null,0
39,rgt2108,2,0,null,0
40,ww2440,2,0,null,0
41,cch2164,2,0,null,0
42,wh2353,2,0,null,0
43,xs2278,2,0,null,0
44,rb3152,2,0,null,0
45,gss2147,2,0,null,0
46,ak3703,2,0,null,0
47,dct2129,2,0,null,0
48,sh3518,2,0,null,0
49,lo2258,2,0,null,0
50,pj2313,2,0,null,0
51,bf2330,2,0,null,0
52,pwh2126,2,0,null,0
53,jjv2121,2,0,null,0
54,srw2168,2,0,null,0
55,hs2761,3,0,null,0
56,it2216,3,0,null,0
57,maa2247,3,0,null,0
58,cy2415,3,0,null,0
59,son2105,3,0,null,0
60,jjs2238,3,0,null,0
61,pb2616,3,0,null,0
62,wjr2113,3,0,null,0
63,jse2122,3,0,null,0
64,tat2133,3,0,null,0
65,bll2121,3,0,null,0
66,rgt2108,3,0,null,0
67,ww2440,3,0,null,0
68,cch2164,3,0,null,0
69,wh2353,3,0,null,0
70,xs2278,3,0,null,0
71,rb3152,3,0,null,0
72,gss2147,3,0,null,0
73,ak3703,3,0,null,0
74,dct2129,3,0,null,0
75,sh3518,3,0,null,0
76,lo2258,3,0,null,0
77,pj2313,3,0,null,0
78,bf2330,3,0,null,0
79,pwh2126,3,0,null,0
80,jjv2121,3,0,null,0
81,srw2168,3,0,null,0
82,hs2761,4,0,null,0
83,it2216,4,0,null,0
84,maa2247,4,0,null,0
85,cy2415,4,0,null,0
86,son2105,4,0,null,0
87,jjs2238,4,0,null,0
88,pb2616,4,0,null,0
89,wjr2113,4,0,null,0
90,jse2122,4,0,null,0
91,tat2133,4,0,null,0
92,bll2121,4,0,null,0
93,rgt2108,4,0,null,0
94,ww2440,4,0,null,0
95,cch2164,4,0,null,0
96,wh2353,4,0,null,0
97,xs2278,4,0,null,0
98,rb3152,4,0,null,0
99,gss2147,4,0,null,0
100,ak3703,4,0,null,0
101,dct2129,4,0,null,0
102,sh3518,4,0,null,0
103,lo2258,4,0,null,0
104,pj2313,4,0,null,0
105,bf2330,4,0,null,0
106,pwh2126,4,0,null,0
107,jjv2121,4,0,null,0
108,srw2168,4,0,null,0
